367860262,21.4233737,42.0032812,Гоце Делчев
908273421,21.4314474,41.9959035,Воин на коњ
4183631289,21.4337159,41.9932925,Прометеј
4271160712,21.4317487,41.9936684,Бегова кула
4365876494,21.4375046,42.000853,Мустафа-пашина џамија
4380846206,21.4108745,41.9949279,Споменик на Јуриј Гагарин
4386764089,21.4332009,41.9930188,статуа на Никола Карев
4477202789,21.4283664,42.0016804,Вера Јоциќ
